Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,segment,RFM_Segment
5403,CA-2021-123043,2021-08-24,2021-08-29,Standard Class,AH-10195,Alan Haines,Corporate,United States,New York City,New York,10024.0,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,24.672,4,0.2,7.71,about_to_sleep,31
5404,CA-2021-123043,2021-08-24,2021-08-29,Standard Class,AH-10195,Alan Haines,Corporate,United States,New York City,New York,10024.0,East,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,3.744,1,0.2,1.3104,about_to_sleep,31
5405,US-2020-143280,2020-02-22,2020-02-26,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,5,0.2,55.745,potential_loyalists,42
5406,US-2020-143280,2020-02-22,2020-02-26,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045.0,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0.0,15.2208,potential_loyalists,42
5407,US-2020-143280,2020-02-22,2020-02-26,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045.0,West,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0.0,5.0055,potential_loyalists,42
5408,CA-2021-108854,2021-12-08,2021-12-14,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109.0,West,OFF-PA-10003022,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,87.92,4,0.0,40.4432,champions,54
5409,CA-2021-108854,2021-12-08,2021-12-14,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109.0,West,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",22.424,1,0.2,8.409,champions,54
5410,CA-2021-108854,2021-12-08,2021-12-14,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109.0,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,0.2,33.93,champions,54
5411,CA-2021-108854,2021-12-08,2021-12-14,Standard Class,DM-13345,Denise Monton,Corporate,United States,San Francisco,California,94109.0,West,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76,1,0.0,11.1176,champions,54
5412,CA-2021-166856,2021-09-18,2021-09-22,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Clovis,New Mexico,88101.0,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,10.08,7,0.2,3.528,potential_loyalists,53
5413,CA-2021-166856,2021-09-18,2021-09-22,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Clovis,New Mexico,88101.0,West,TEC-AC-10004992,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,101.34,3,0.0,8.1072,potential_loyalists,53
5414,CA-2020-153157,2020-09-11,2020-09-14,First Class,TB-21625,Trudy Brown,Consumer,United States,Wichita,Kansas,67212.0,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,224.75,5,0.0,62.93,loyal customers,45
5415,US-2021-125647,2021-09-23,2021-09-28,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,73.176,6,0.8,-197.5752,loyal customers,44
5416,US-2021-125647,2021-09-23,2021-09-28,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,20.736,4,0.2,7.2576,loyal customers,44
5417,US-2021-125647,2021-09-23,2021-09-28,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60653.0,Central,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,39.984,2,0.2,-8.9964,loyal customers,44
5418,CA-2018-132542,2018-10-06,2018-10-08,Second Class,AM-10360,Alice McCarthy,Corporate,United States,Omaha,Nebraska,68104.0,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,15.36,2,0.0,7.68,potential_loyalists,42
5419,CA-2019-110877,2019-10-23,2019-10-26,First Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77041.0,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,36.288,7,0.2,12.7008,loyal customers,45
5420,CA-2019-110877,2019-10-23,2019-10-26,First Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77041.0,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,150.384,2,0.2,15.0384,loyal customers,45
5421,US-2020-151827,2020-03-31,2020-04-02,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10002789,Technology,Phones,LG Exalt,280.782,3,0.4,-60.8361,champions,55
5422,US-2020-151827,2020-03-31,2020-04-02,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,31.984,2,0.2,1.1994,champions,55
5423,US-2020-163258,2020-12-29,2021-01-02,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90045.0,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,3,0.2,3.9312,hibernating,22
5424,CA-2021-103009,2021-11-03,2021-11-05,Second Class,PJ-18835,Patrick Jones,Corporate,United States,Richmond,Kentucky,40475.0,South,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,26.4,5,0.0,11.88,loyal customers,44
5425,US-2021-120649,2021-01-20,2021-01-26,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Waterbury,Connecticut,6708.0,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,3.52,2,0.0,1.0208,can't_loose,25
5426,CA-2020-153598,2020-12-03,2020-12-06,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045.0,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5,0.0,659.98,can't_loose,15
5427,CA-2020-153598,2020-12-03,2020-12-06,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045.0,West,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,111.9,6,0.0,51.474,can't_loose,15
5428,US-2020-108497,2020-06-14,2020-06-14,Same Day,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036.0,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.165,5,0.15,35.245,at Risk,23
5429,CA-2020-113096,2020-09-02,2020-09-04,First Class,SZ-20035,Sam Zeldin,Home Office,United States,San Francisco,California,94122.0,West,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,0.0,12.0978,loyal customers,45
5430,CA-2018-136861,2018-09-05,2018-09-07,First Class,PR-18880,Patrick Ryan,Consumer,United States,Saint Petersburg,Florida,33710.0,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.999,potential_loyalists,42
5431,CA-2021-117422,2021-10-21,2021-10-25,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107.0,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,161.568,2,0.2,16.1568,need attention,33
5432,CA-2021-117422,2021-10-21,2021-10-25,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107.0,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.064,1,0.2,1.3716,need attention,33
5433,CA-2021-117422,2021-10-21,2021-10-25,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,Ohio,44107.0,East,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",6.216,4,0.7,-4.9728,need attention,33
5434,CA-2021-129707,2021-04-25,2021-04-29,Standard Class,LH-16750,Larry Hughes,Consumer,United States,Chandler,Arizona,85224.0,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,8.896,4,0.2,0.6672,hibernating,21
5435,CA-2019-160171,2019-10-19,2019-10-24,Standard Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90008.0,West,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,5,0.0,459.396,potential_loyalists,52
5436,CA-2019-160171,2019-10-19,2019-10-24,Standard Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90008.0,West,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,270.0,3,0.0,97.2,potential_loyalists,52
5437,CA-2018-103317,2018-07-05,2018-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137.0,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,0.2,5.368,hibernating,11
5438,CA-2018-103317,2018-07-05,2018-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137.0,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,9.81,5,0.7,-6.867,hibernating,11
5439,CA-2018-103317,2018-07-05,2018-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137.0,South,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,213.216,3,0.2,15.9912,hibernating,11
5440,CA-2020-167115,2020-04-04,2020-04-09,Standard Class,EH-14185,Evan Henry,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.784,2,0.2,183.995,at Risk,23
5441,US-2021-153633,2021-11-13,2021-11-18,Second Class,TC-21295,Toby Carlisle,Consumer,United States,Jupiter,Florida,33458.0,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,2.064,1,0.2,0.1548,loyal customers,44
5442,CA-2021-155929,2021-09-09,2021-09-13,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Glendale,Arizona,85301.0,West,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,6.368,2,0.2,2.388,champions,55
5443,CA-2019-148712,2019-04-17,2019-04-23,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10035.0,East,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0.0,36.852,loyal customers,34
5444,CA-2019-148712,2019-04-17,2019-04-23,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",62.296,13,0.2,21.0249,loyal customers,34
5445,CA-2019-148712,2019-04-17,2019-04-23,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10035.0,East,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,10.71,3,0.0,2.7846,loyal customers,34
5446,CA-2020-128307,2020-07-25,2020-07-29,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Houston,Texas,77041.0,Central,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,20.936,1,0.2,7.0659,hibernating,22
5447,US-2020-127425,2020-08-26,2020-08-31,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10035.0,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33.0,6,0.0,8.25,champions,55
5448,US-2020-127425,2020-08-26,2020-08-31,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10035.0,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5,0.0,87.4825,champions,55
5449,US-2018-119081,2018-09-12,2018-09-19,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062.0,Central,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,0.0,7.1586,about_to_sleep,32
5450,US-2018-119081,2018-09-12,2018-09-19,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062.0,Central,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57.4,5,0.0,10.906,about_to_sleep,32
5451,US-2018-119081,2018-09-12,2018-09-19,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062.0,Central,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,331.96,2,0.0,149.382,about_to_sleep,32
5452,US-2018-119081,2018-09-12,2018-09-19,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062.0,Central,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",40.56,2,0.0,12.9792,about_to_sleep,32
5453,CA-2020-140613,2020-07-22,2020-07-29,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Sparks,Nevada,89431.0,West,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",86.2,5,0.0,24.998,loyal customers,34
5454,US-2021-108700,2021-05-19,2021-05-23,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Rockford,Illinois,61107.0,Central,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,38.016,6,0.2,13.7808,loyal customers,44
5455,CA-2021-160962,2021-04-28,2021-05-02,Standard Class,MC-17605,Matt Connell,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.384,1,0.2,0.7336,at Risk,24
5456,CA-2021-160962,2021-04-28,2021-05-02,Standard Class,MC-17605,Matt Connell,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,6.848,2,0.2,0.7704,at Risk,24
5457,CA-2021-130631,2021-12-29,2022-01-02,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Edmonds,Washington,98026.0,West,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,19.6,5,0.0,9.604,potential_loyalists,53
5458,CA-2021-130631,2021-12-29,2022-01-02,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Edmonds,Washington,98026.0,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2,0.0,20.538,potential_loyalists,53
5459,CA-2021-116680,2021-09-04,2021-09-06,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.344,6,0.2,4.3368,champions,55
5460,CA-2021-116680,2021-09-04,2021-09-06,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94122.0,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272,8,0.2,92.392,champions,55
5461,US-2018-107405,2018-03-21,2018-03-25,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Asheville,North Carolina,28806.0,South,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,16.272,1,0.2,-3.8646,at Risk,24
5462,CA-2021-101574,2021-09-28,2021-10-04,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Los Angeles,California,90032.0,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,0.0,4.4352,need attention,33
5463,CA-2018-146591,2018-01-19,2018-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,0.7,-23.716,at Risk,13
5464,CA-2018-146591,2018-01-19,2018-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,4,0.2,19.6224,at Risk,13
5465,CA-2018-146591,2018-01-19,2018-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.2,36.693,at Risk,13
5466,CA-2018-146591,2018-01-19,2018-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254.0,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5,0.7,-320.597,at Risk,13
5467,CA-2018-107706,2018-02-14,2018-02-19,Second Class,ST-20530,Shui Tom,Consumer,United States,Houston,Texas,77095.0,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",16.176,3,0.2,6.066,at Risk,24
5468,CA-2020-122448,2020-06-09,2020-06-14,Standard Class,DB-13210,Dean Braden,Consumer,United States,San Francisco,California,94109.0,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.7646,champions,55
5469,CA-2018-132451,2018-09-26,2018-09-27,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105.0,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552,3,0.2,73.194,loyal customers,34
5470,CA-2018-132451,2018-09-26,2018-09-27,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,California,92105.0,West,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,19.44,3,0.0,9.3312,loyal customers,34
5471,CA-2020-158547,2020-05-30,2020-06-04,Standard Class,JM-16195,Justin MacKendrick,Consumer,United States,Hamilton,Ohio,45011.0,East,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,123.92,5,0.2,9.294,loyal customers,35
5472,CA-2021-116946,2021-12-19,2021-12-23,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,80134.0,West,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,13.36,5,0.2,4.008,potential_loyalists,53
5473,CA-2021-116946,2021-12-19,2021-12-23,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,80134.0,West,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,78.256,2,0.2,-17.6076,potential_loyalists,53
5474,CA-2021-116946,2021-12-19,2021-12-23,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,Colorado,80134.0,West,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,102.018,7,0.7,-183.6324,potential_loyalists,53
5475,CA-2021-121741,2021-12-26,2021-12-26,Same Day,YC-21895,Yoseph Carroll,Corporate,United States,Fremont,Nebraska,68025.0,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,750.68,2,0.0,37.534,potential_loyalists,53
5476,CA-2021-169691,2021-06-15,2021-06-18,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369.0,Central,OFF-LA-10002312,Office Supplies,Labels,Avery 490,44.4,3,0.0,22.2,loyal customers,35
5477,CA-2021-169691,2021-06-15,2021-06-18,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369.0,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",84.55,5,0.0,22.8285,loyal customers,35
5478,CA-2021-169691,2021-06-15,2021-06-18,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,55369.0,Central,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3,0.0,8.7906,loyal customers,35
5479,CA-2020-121356,2020-11-20,2020-11-24,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,Newark,Delaware,19711.0,East,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.4,3,0.0,62.916,hibernating,12
5480,CA-2018-101770,2018-03-31,2018-04-04,Standard Class,KB-16240,Karen Bern,Corporate,United States,Miami,Florida,33180.0,South,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,1.869,1,0.7,-1.3083,champions,54
5481,CA-2021-105487,2021-10-08,2021-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105.0,West,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,103.192,1,0.2,11.6091,champions,55
5482,CA-2021-105487,2021-10-08,2021-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105.0,West,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36.0,2,0.0,6.48,champions,55
5483,CA-2021-105487,2021-10-08,2021-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105.0,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,239.96,4,0.0,115.1808,champions,55
5484,CA-2021-105487,2021-10-08,2021-10-14,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105.0,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2,0.0,0.4068,champions,55
5485,CA-2021-148999,2021-01-30,2021-02-04,Standard Class,EB-13870,Emily Burns,Consumer,United States,Miami,Florida,33142.0,South,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.136,4,0.2,-68.1096,loyal customers,35
5486,CA-2018-107573,2018-12-12,2018-12-17,Standard Class,PB-19150,Philip Brown,Consumer,United States,Miami,Florida,33178.0,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23.472,3,0.2,7.6284,loyal customers,34
5487,CA-2019-156608,2019-10-24,2019-10-29,Standard Class,MT-18070,Michelle Tran,Home Office,United States,San Antonio,Texas,78207.0,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,4,0.8,-6.286,hibernating,22
5488,CA-2021-134495,2021-04-01,2021-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216.0,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,3,0.2,-5.6943,loyal customers,34
5489,CA-2021-134495,2021-04-01,2021-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-LA-10000262,Office Supplies,Labels,Avery 494,6.264,3,0.2,2.0358,loyal customers,34
5490,CA-2021-134495,2021-04-01,2021-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,20.808,3,0.2,1.8207,loyal customers,34
5491,CA-2021-134495,2021-04-01,2021-04-04,Second Class,BF-11020,Barry Französisch,Corporate,United States,Jacksonville,Florida,32216.0,South,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.352,3,0.2,-19.1058,loyal customers,34
5492,CA-2021-164098,2021-01-26,2021-01-27,First Class,CG-12520,Claire Gute,Consumer,United States,Houston,Texas,77070.0,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2,0.2,1.816,hibernating,11
5493,CA-2018-105249,2018-11-28,2018-11-28,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122.0,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,2,0.0,0.1472,hibernating,11
5494,CA-2018-105249,2018-11-28,2018-11-28,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122.0,West,OFF-LA-10002043,Office Supplies,Labels,Avery 489,41.4,4,0.0,19.872,hibernating,11
5495,CA-2018-105249,2018-11-28,2018-11-28,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,California,94122.0,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.8392,hibernating,11
5496,CA-2019-113523,2019-09-04,2019-09-08,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656,4,0.7,-6.1248,loyal customers,44
5497,CA-2021-117821,2021-06-12,2021-06-16,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Marion,Ohio,43302.0,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,63.92,2,0.2,19.176,champions,54
5498,CA-2021-164378,2021-07-15,2021-07-18,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10024.0,East,OFF-AR-10001177,Office Supplies,Art,Newell 349,6.56,2,0.0,1.9024,loyal customers,34
5499,CA-2021-164378,2021-07-15,2021-07-18,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10024.0,East,OFF-LA-10000634,Office Supplies,Labels,Avery 509,7.83,3,0.0,3.6018,loyal customers,34
5500,CA-2021-164378,2021-07-15,2021-07-18,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10024.0,East,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0.0,8.799,loyal customers,34
5501,CA-2021-164378,2021-07-15,2021-07-18,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10024.0,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,664.146,6,0.1,88.5528,loyal customers,34
5502,CA-2021-164378,2021-07-15,2021-07-18,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,8.96,2,0.0,4.3904,loyal customers,34
5503,CA-2021-127782,2021-11-02,2021-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3.312,1,0.2,0.6624,about_to_sleep,32
5504,CA-2021-127782,2021-11-02,2021-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,20.136,3,0.2,1.2585,about_to_sleep,32
5505,CA-2021-127782,2021-11-02,2021-11-06,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,8.856,3,0.2,2.8782,about_to_sleep,32
